,TF Feature Name,TF Common Name,Number of Hits,Total Sum of Scores,Avg. Score per Hit,List of Scores,Medline,TF Description
S000004674,YMR070W,MOT3,4.0,37.6601486206,9.41503715515,"[9.4150372, 9.4150372, 9.4150372, 9.4150372]",www.pubmed.com/16522208,"Transcriptional repressor, activator; role in cellular adjustment to osmotic stress, including transcriptional activation and modulation of mating efficiency; involved in repression of subset of hypoxic genes by Rox1p, repression of several DAN/TIR genes during aerobic growth, ergosterol biosynthetic genes in response to hyperosmotic stress; contributes to recruitment of Tup1p-Cyc8p general repressor to promoters; relocalizes to cytosol under hypoxia; can form [MOT3+] prion"
S000006217,YPR013C,CMR3,4.0,36.9914598465,9.24786496162,"[6.003891, 8.9267235, 9.6042013, 12.456644]",www.pubmed.com/19111667,Putative zinc finger protein; YPR013C is not an essential gene
S000002711,YDR303C,RSC3,12.0,36.9809928536,3.08174940447,"[0.42753452, 0.66252697, 1.2264279, 1.7426974, 2.695015, 2.9300349, 2.9740229, 2.9740229, 3.1771002, 4.2134891, 6.5202918, 7.4378295]",www.pubmed.com/19111667,"Component of the RSC chromatin remodeling complex; essential gene required for maintenance of proper ploidy and regulation of ribosomal protein genes and the cell wall/stress response; RSC3 has a paralog, RSC30, that arose from the whole genome duplication"
S000001873,YFL021W,GAT1,5.0,36.895635128,7.3791270256,"[5.4348979, 5.4348979, 6.7462955, 9.0307484, 10.248796]",www.pubmed.com/19111667,Transcriptional activator of nitrogen catabolite repression genes; contains a GATA-1-type zinc finger DNA-binding motif; activity and localization regulated by nitrogen limitation and Ure2p; different translational starts produce two major and two minor isoforms that are differentially regulated and localized
S000003639,YJL103C,GSM1,16.0,35.9601900466,2.24751187791,"[0.02203491, 0.063974224, 0.16594484, 0.4153361, 0.68679076, 0.74569851, 0.79958713, 1.0390363, 1.608071, 2.0068996, 2.2494605, 4.118875, 4.3247852, 4.7037539, 5.8513446, 7.1585975]",www.pubmed.com/18842628,"Putative zinc cluster protein of unknown function; proposed to be involved in the regulation of energy metabolism, based on patterns of expression and sequence analysis"
S000002441,YDR034C,LYS14,7.0,34.5640776157,4.93772537368,"[2.3251231, 2.5024276, 2.5024276, 5.3607469, 5.3607469, 7.6944466, 8.8181591]",www.pubmed.com/19111667,Transcriptional activator involved in regulating lysine biosynthesis; involved in the regulation of genes of the lysine biosynthesis pathway; requires 2-aminoadipate semialdehyde as co-inducer
S000004088,YLR098C,CHA4,5.0,33.8510268927,6.77020537853,"[1.5370537, 3.5102122, 7.4951053, 9.7581396, 11.550516]",www.pubmed.com/19111667,DNA binding transcriptional activator; mediates serine/threonine activation of the catabolic L-serine (L-threonine) deaminase (CHA1); Zinc-finger protein with Zn[2]-Cys[6] fungal-type binuclear cluster domain
S000004546,YML081W,TDA9,3.0,33.7249345779,11.2416448593,"[10.534341, 11.104197, 12.086397]",www.pubmed.com/19111667,"Transcription factor that regulates acetate production; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; null mutant is sensitive to expression of the top1-T722A allele; not an essential gene; TDA9 has a paralog, RSF2, that arose from the whole genome duplication"
S000000692,YCR096C,HMRA2,10.0,33.0123604536,3.30123604536,"[0.53649902, 0.81974667, 0.95725018, 1.4933695, 2.6271017, 3.1625082, 3.2744012, 3.908407, 4.9203796, 11.312697]",www.pubmed.com/19111667,Silenced copy of a2 at HMR; similarity to Alpha2p; required along with a1p for inhibiting expression of the HO endonuclease in a/alpha HO/HO diploid cells with an active mating-type interconversion system
S000006169,YPL248C,GAL4,8.0,32.8653616607,4.10817020759,"[0.48018596, 1.3770447, 1.7718897, 4.0718317, 4.7346787, 6.0605187, 6.9907484, 7.3784637]",www.pubmed.com/18842628,DNA-binding transcription factor required for activating GAL genes; responds to galactose; repressed by Gal80p and activated by Gal3p
S000004256,YLR266C,PDR8,4.0,32.3942089081,8.09855222702,"[5.7690153, 5.7690153, 10.310857, 10.545321]",www.pubmed.com/19111667,"Transcription factor; targets include ATP-binding cassette (ABC) transporters, major facilitator superfamily transporters, and other genes involved in the pleiotropic drug resistance (PDR) phenomenon; PDR8 has a paralog, YRR1, that arose from the whole genome duplication"
S000000101,YBL005W,PDR3,2.0,32.0,16.0,"[16.0, 16.0]",www.pubmed.com/16522208,Transcriptional activator of the pleiotropic drug resistance network; regulates expression of ATP-binding cassette (ABC) transporters through binding to cis-acting PDRE sites (PDR responsive elements); has a role in response to drugs and organic solvents; post-translationally up-regulated in cells lacking functional mitochondrial genome; involved in diauxic shift; relative distribution to nucleus increases upon DNA replication stress; APCC(Cdh1) substrate
S000003064,YGL096W,TOS8,4.0,31.7948417664,7.94871044159,"[4.4943571, 6.6375198, 7.6678934, 12.995071]",www.pubmed.com/19111667,"Homeodomain-containing protein and putative transcription factor; found associated with chromatin; target of SBF transcription factor; induced during meiosis and under cell-damaging conditions; TOS8 has a paralog, CUP9, that arose from the whole genome duplication"
S000004565,YML099C,ARG81,4.0,30.0732450485,7.51831126213,"[4.2938309, 8.3738298, 8.4911861, 8.9143982]",www.pubmed.com/16522208,Zinc finger transcription factor involved in arginine-responsive genes; Zn(2)-Cys(6) binuclear cluster domain type; involved in the regulation of arginine-responsive genes; acts with Arg80p and Arg82p
S000002329,YDL170W,UGA3,6.0,29.9651504755,4.99419174592,"[1.7203609, 4.0422888, 5.1319547, 5.1319547, 5.8613067, 8.0772848]",www.pubmed.com/19111667,"Transcriptional activator for GABA-dependent induction of GABA genes; binds to DNA elements found in the promoters of target genes and increases their expression in the presence of GABA (gamma-aminobutyrate); zinc finger transcription factor of the Zn(2)-Cys(6) binuclear cluster domain type; localized to the nucleus; examples of GABA genes include UGA1, UGA2, and UGA4"
S000001298,YIL036W,CST6,8.0,29.7024666071,3.71280832589,"[0.59593928, 2.0035639, 2.8970873, 2.8970873, 3.8950396, 5.2341223, 5.3073077, 6.8723192]",www.pubmed.com/19111667,"Basic leucine zipper (bZIP) transcription factor from ATF/CREB family involved in stress-responsive regulatory network; mediates transcriptional activation of NCE103 in response to low CO2 levels; proposed to be a regulator of oleate responsive genes; involved in utilization of non-optimal carbon sources and chromosome stability; relocalizes to the cytosol in response to hypoxia; CST6 has a paralog, ACA1, that arose from the whole genome duplication"
S000004166,YLR176C,RFX1,3.0,28.5365743637,9.51219145457,"[6.7030249, 10.008128, 11.825421]",www.pubmed.com/19111667,Major transcriptional repressor of DNA-damage-regulated genes; recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins
S000005864,YOR337W,TEA1,5.0,28.0302414894,5.60604829788,"[1.975322, 2.975322, 5.5602846, 8.4671755, 9.0521374]",www.pubmed.com/19111667,Ty1 enhancer activator involved in Ty enhancer-mediated transcription; required for full levels of Ty enhancer-mediated transcription; C6 zinc cluster DNA-binding protein
S000001498,YKL015W,PUT3,6.0,28.0213692188,4.67022820314,"[1.5746427, 2.131036, 2.131036, 2.4720728, 9.4164381, 10.296144]",www.pubmed.com/19111667,"Transcriptional activator; binds specific gene recruitment sequences and is required for DNA zip code-mediated targeting of genes to nuclear periphery; regulates proline utilization genes, constitutively binds PUT1 and PUT2 promoters as a dimer, undergoes conformational change to form active state; binds other promoters only under activating conditions; differentially phosphorylated in presence of different nitrogen sources; has a Zn(2)-Cys(6) binuclear cluster domain"
S000000694,YCR097W,HMRA1,2.0,26.0,13.0,"[13.0, 13.0]",www.pubmed.com/16522208,Silenced copy of a1 at HMR; homeobox corepressor that interacts with Alpha2p to repress haploid-specific gene transcription in diploid cells
S000003854,YJR094C,IME1,2.0,25.0453777313,12.5226888657,"[11.361725, 13.683653]",www.pubmed.com/16522208,Master regulator of meiosis that is active only during meiotic events; activates transcription of early meiotic genes through interaction with Ume6p; degraded by the 26S proteasome following phosphorylation by Ime2p; transcription is negatively regulated in cis by the IRT1 long noncoding antisense RNA
S000006219,YPR015C,,6.0,24.1205779612,4.02009632687,"[0.16391742, 0.46585456, 1.0740732, 5.6129017, 7.7161016, 9.0877295]",www.pubmed.com/18842628,Putative zinc finger transcription factor; binds DNA in sequence-specific manner; overexpression causes a cell cycle delay or arrest
S000006098,YPL177C,CUP9,5.0,24.039812088,4.8079624176,"[2.5271606, 2.9841552, 5.3651037, 6.4947391, 6.6686535]",www.pubmed.com/19111667,"Homeodomain-containing transcriptional repressor; regulates expression of PTR2, which encodes a major peptide transporter; imported peptides activate ubiquitin-dependent proteolysis, resulting in degradation of Cup9p and de-repression of PTR2 transcription; CUP9 has a paralog, TOS8, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"
S000006308,YPR104C,FHL1,3.0,24.0318584442,8.0106194814,"[4.754108, 7.4061847, 11.871566]",www.pubmed.com/19111667,Regulator of ribosomal protein (RP) transcription; has forkhead associated domain that binds phosphorylated proteins; recruits coactivator Ifh1p or corepressor Crf1p to RP gene promoters; also has forkhead DNA-binding domain though in vitro DNA binding assays give inconsistent results; computational analyses suggest it binds DNA directly at highly active RP genes and indirectly through Rap1p motifs at others; suppresses RNA pol III and splicing factor prp4 mutants
S000002859,YDR451C,YHP1,2.0,24.0,12.0,"[12.0, 12.0]",www.pubmed.com/16522208,"Homeobox transcriptional repressor; binds Mcm1p and early cell cycle box (ECB) elements of cell cycle regulated genes, thereby restricting ECB-mediated transcription to the M/G1 interval; YHP1 has a paralog, YOX1, that arose from the whole genome duplication"
S000003223,YGL254W,FZF1,2.0,24.0,12.0,"[12.0, 12.0]",www.pubmed.com/19111667,"Transcription factor involved in sulfite metabolism; sole identified regulatory target is SSU1; overexpression suppresses sulfite-sensitivity of many unrelated mutants due to hyperactivation of SSU1, contains five zinc fingers; protein abundance increases in response to DNA replication stress"
S000001456,YIR017C,MET28,2.0,24.0,12.0,"[12.0, 12.0]",www.pubmed.com/16522208,bZIP transcriptional activator in the Cbf1p-Met4p-Met28p complex; participates in the regulation of sulfur metabolism
S000001001,YHL009C,YAP3,4.0,23.8598089218,5.96495223045,"[3.316359, 4.7122874, 5.5642862, 10.266876]",www.pubmed.com/19111667,Basic leucine zipper (bZIP) transcription factor
S000005258,YNL314W,DAL82,8.0,23.8460609689,2.98075762112,"[0.11736427, 1.0502501, 1.9127465, 2.0502501, 2.8047478, 4.0502501, 5.0732365, 6.7872157]",www.pubmed.com/19111667,"Positive regulator of allophanate inducible genes; binds a dodecanucleotide sequence upstream of all genes that are induced by allophanate; contains an UISALL DNA-binding, a transcriptional activation, and a coiled-coil domain"
S000001048,YHR006W,STP2,11.0,23.1100379229,2.10091253844,"[0.33035141, 0.59472978, 0.59855211, 0.63492638, 0.76449215, 1.1522989, 1.8296934, 2.5201955, 3.5804524, 4.478199, 6.6261468]",www.pubmed.com/18842628,"Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog, STP1, that arose from the whole genome duplication"
S000004893,YMR280C,CAT8,3.0,23.0813684464,7.69378948212,"[6.872159, 8.1046047, 8.1046047]",www.pubmed.com/19111667,"Zinc cluster transcriptional activator; necessary for derepression of a variety of genes under non-fermentative growth conditions, active after diauxic shift, binds carbon source responsive elements; relative distribution to the nucleus increases upon DNA replication stress"
S000006054,YPL133C,RDS2,6.0,22.81391716,3.80231952667,"[1.9633934, 2.1613328, 3.4608932, 4.7410011, 4.7410011, 5.7462955]",www.pubmed.com/19111667,Transcription factor involved in regulating gluconeogenesis; also involved in the regulation of glyoxylate cycle genes; member of the zinc cluster family of proteins; confers resistance to ketoconazole
S000000971,YER169W,RPH1,3.0,22.3208885193,7.4402961731,"[5.4906406, 8.00595, 8.8242979]",www.pubmed.com/19111667,"JmjC domain-containing histone demethylase; targets tri- and dimethylated H3K36; associates with actively transcribed regions and promotes elongation; repressor of autophagy-related genes in nutrient-replete conditions; damage-responsive repressor of PHR1; phosphorylated by the Rad53p-dependent DNA damage checkpoint pathway and by a Rim1p-mediated event during starvation; target of stress-induced hormesis; RPH1 has a paralog, GIS1, that arose from the whole genome duplication"
S000005388,YOL028C,YAP7,5.0,20.5644165725,4.11288331449,"[0.015789434, 1.860481, 2.428184, 3.2520704, 13.007892]",www.pubmed.com/17130146,"Putative basic leucine zipper (bZIP) transcription factor; YAP7 has a paralog, YAP5, that arose from the whole genome duplication"
S000000287,YBR083W,TEC1,3.0,20.2029628754,6.73432095846,"[4.1607447, 5.8084431, 10.233775]",www.pubmed.com/19111667,"Transcription factor targeting filamentation genes and Ty1 expression; Ste12p activation of most filamentation gene promoters depends on Tec1p and Tec1p transcriptional activity is dependent on its association with Ste12p; binds to TCS elements upstream of filamentation genes, which are regulated by Tec1p/Ste12p/Dig1p complex; competes with Dig2p for binding to Ste12p/Dig1p; positive regulator of chronological life span; TEA/ATTS DNA-binding domain family member"
S000000932,YER130C,COM2,3.0,19.9168789387,6.63895964622,"[3.589536, 5.3171606, 11.010182]",www.pubmed.com/19111667,"Transcription factor that binds IME1 Upstream Activation Signal (UAS)ru; COM2 transcription is regulated by Haa1p, Sok2p and Zap1p transcriptional activators; may bind the IME1 promoter under all growth conditions to negatively regulate its transcription in the absence of a positive regulator that binds more effectively; repressor activity may depend on phosphorylation by PKA; C. albicans homolog (MNL1) plays a role in adaptation to stress"
S000000443,YBR239C,ERT1,3.0,19.5923585892,6.53078619639,"[4.6823931, 7.4549828, 7.4549828]",www.pubmed.com/19111667,"Transcriptional regulator; involved in regulation of gluconeogenesis and fermentable carbon utilization; GFP-fusion protein localizes to cytoplasm, nucleus; null mutation affects periodicity of transcriptional and metabolic oscillation; plays role in restricting Ty1 transposition; member of the zinc cluster family of proteins, similar to Rds2p"
S000000963,YER161C,SPT2,3.0,19.2841448784,6.4280482928,"[1.81738, 6.8128362, 10.653929]",www.pubmed.com/16522208,Protein involved in negative regulation of transcription; required for RNA polyadenylation; exhibits regulated interactions with both histones and SWI-SNF components; relocalizes to the cytosol in response to hypoxia; similar to mammalian HMG1 proteins
S000001668,YKL185W,ASH1,10.0,19.2711457759,1.92711457759,"[0.13404186, 0.59150106, 0.63874513, 0.67707574, 1.2972856, 1.5097321, 2.4923015, 2.940032, 4.1855888, 4.804842]",www.pubmed.com/16522208,"Component of the Rpd3L histone deacetylase complex; zinc-finger inhibitor of HO transcription; mRNA is localized and translated in the distal tip of anaphase cells, resulting in accumulation of Ash1p in daughter cell nuclei and inhibition of HO expression; potential Cdc28p substrate"
S000002178,YDL020C,RPN4,2.0,18.7896308899,9.39481544495,"[8.6343994, 10.155231]",www.pubmed.com/19111667,Transcription factor that stimulates expression of proteasome genes; Rpn4p levels are in turn regulated by the 26S proteasome in a negative feedback control mechanism; RPN4 is transcriptionally regulated by various stress responses; relative distribution to the nucleus increases upon DNA replication stress
S000001012,YHL020C,OPI1,3.0,18.6138811111,6.20462703705,"[3.016788, 5.2989602, 10.298133]",www.pubmed.com/16522208,"Transcriptional regulator of a variety of genes; phosphorylation by protein kinase A stimulates Opi1p function in negative regulation of phospholipid biosynthetic genes; involved in telomere maintenance; null exhibits disrupted mitochondrial metabolism and low cardiolipin content, strongly correlated with overproduction of inositol"
S000004367,YLR375W,STP3,2.0,18.1508131027,9.07540655136,"[7.2459249, 10.904888]",www.pubmed.com/19111667,"Zinc-finger protein of unknown function; possibly involved in pre-tRNA splicing and in uptake of branched-chain amino acids; STP3 has a paralog, STP4, that arose from the whole genome duplication"
S000002831,YDR423C,CAD1,2.0,17.4282689095,8.71413445473,"[0.59496164, 16.833307]",www.pubmed.com/17130146,"AP-1-like basic leucine zipper (bZIP) transcriptional activator; involved in stress responses, iron metabolism, and pleiotropic drug resistance; controls a set of genes involved in stabilizing proteins; binds consensus sequence TTACTAA; CAD1 has a paralog, YAP1, that arose from the whole genome duplication"
S000000703,YCR106W,RDS1,7.0,17.1547602415,2.4506800345,"[0.78821993, 1.2032574, 1.8108988, 2.1491287, 2.6438301, 4.2797127, 4.2797127]",www.pubmed.com/19111667,Putative zinc cluster transcription factor; involved in conferring resistance to cycloheximide
S000002530,YDR123C,INO2,5.0,16.9721377492,3.39442754984,"[0.15426391, 1.4589907, 2.5688968, 3.7930572, 8.9969292]",www.pubmed.com/16522208,"Transcription factor; component of the heteromeric Ino2p/Ino4p basic helix-loop-helix transcription activator that binds inositol/choline-responsive elements (ICREs), required for derepression of phospholipid biosynthetic genes in response to inositol depletion; involved in diauxic shift"
S000000471,YBR267W,REI1,2.0,16.7207961082,8.36039805412,"[6.5866542, 10.134142]",www.pubmed.com/19111667,"Cytoplasmic pre-60S factor; required for the correct recycling of shuttling factors Alb1, Arx1 and Tif6 at the end of the ribosomal large subunit biogenesis; involved in bud growth in the mitotic signaling network"
S000004645,YMR042W,ARG80,2.0,14.6748623848,7.3374311924,"[5.2598252, 9.4150372]",www.pubmed.com/16522208,Transcription factor involved in regulating arginine-responsive genes; acts with Arg81p and Arg82p
S000005160,YNL216W,RAP1,6.0,14.6715239957,2.44525399928,"[0.07552553, 0.54684025, 0.65431643, 1.6112477, 5.3531842, 6.4304099]",www.pubmed.com/19111667,"Essential DNA-binding transcription regulator that binds many loci; involved in transcription activation, repression, chromatin silencing, telomere length maintenance; relocalizes to cytosol under hypoxia; conserved protein with N-terminal BRCT domain, central region with homology to Myb DNA binding domain, and C-terminal Rap1-specific protein-interaction domain (RCT domain); recruits Sir complex to telomeric DNA; present in quiescent cell telomere hyperclusters"
S000001098,YHR056C,RSC30,4.0,14.4399676621,3.60999191552,"[0.20130137, 3.7248633, 4.0997305, 6.4140725]",www.pubmed.com/19111667,"Component of the RSC chromatin remodeling complex; non-essential gene required for regulation of ribosomal protein genes and the cell wall/stress response; null mutants are osmosensitive; RSC30 has a paralog, RSC3, that arose from the whole genome duplication"
S000000199,YBL103C,RTG3,7.0,14.3168800175,2.04526857393,"[0.2520217, 0.55284452, 1.405351, 1.6309245, 1.7811356, 3.9335711, 4.7610316]",www.pubmed.com/18842628,"bHLH/Zip transcription factor for retrograde (RTG) and TOR pathways; forms a complex with another bHLH/Zip protein, Rtg1p, to activate the pathways; target of Hog1p"
S000005996,YPL075W,GCR1,3.0,14.1751947403,4.72506491343,"[1.527966, 4.2431417, 8.4040871]",www.pubmed.com/10487868,Transcriptional activator of genes involved in glycolysis; DNA-binding protein that interacts and functions with the transcriptional activator Gcr2p
S000002206,YDL048C,STP4,2.0,14.129679203,7.06483960152,"[5.0134339, 9.1162453]",www.pubmed.com/19111667,"Protein containing a Kruppel-type zinc-finger domain; similar to Stp1p, Stp2p; predicted transcription factor; relative distribution to the nucleus increases upon DNA replication stress; STP4 has a paralog, STP3, that arose from the whole genome duplication"
S000005012,YNL068C,FKH2,1.0,13.8012199402,13.8012199402,[13.80122],www.pubmed.com/19111667,"Forkhead family transcription factor; rate-limiting activator of replication origins; evolutionarily conserved regulator of lifespan; binds multiple chromosomal elements with distinct specificities, cell cycle dynamics; positively regulates transcriptional elongation; facilitates clustering, activation of early-firing replication origins; negative role in chromatin silencing at HML and HMR; major role in expression of G2/M phase genes; relocalizes to cytosol under hypoxia"
S000005047,YNL103W,MET4,1.0,13.6047515869,13.6047515869,[13.604752],www.pubmed.com/16522208,"Leucine-zipper transcriptional activator; responsible for regulation of sulfur amino acid pathway; requires different combinations of auxiliary factors Cbf1p, Met28p, Met31p and Met32p; feedforward loop exists in the regulation of genes controlled by Met4p and Met32p; can be ubiquitinated by ubiquitin ligase SCF-Met30p, is either degraded or maintained in an inactive state; regulates degradation of its own DNA-binding cofactors by targeting them to SCF-Met30p"
S000005959,YPL038W,MET31,1.0,13.3846769333,13.3846769333,[13.384677],www.pubmed.com/19111667,"Zinc-finger DNA-binding transcription factor; targets strong transcriptional activator Met4p to promoters of sulfur metabolic genes; involved in transcriptional regulation of the methionine biosynthetic genes; feedforward loop controlling expression of MET32 and the lack of such a loop for MET31 may account for the differential actions of Met31p and Met32p; MET31 has a paralog, MET32, that arose from the whole genome duplication"
S000005885,YOR358W,HAP5,7.0,12.9480917454,1.8497273922,"[0.24495065, 0.55071008, 0.66346896, 1.8075331, 2.0060341, 2.6450951, 5.0302997]",www.pubmed.com/17130146,Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex; complex is heme-activated and glucose repressed; complex is a transcriptional activator and global regulator of respiratory gene expression; required for assembly and DNA binding activity of the complex
S000006151,YPL230W,USV1,4.0,12.5175094903,3.12937737256,"[0.42819121, 2.1234322, 4.7305069, 5.2353792]",www.pubmed.com/18842628,"Putative transcription factor containing a C2H2 zinc finger; mutation affects transcriptional regulation of genes involved in growth on non-fermentable carbon sources, response to salt stress and cell wall biosynthesis; USV1 has a paralog, RGM1, that arose from the whole genome duplication"
S000000735,YEL009C,GCN4,7.0,11.6506403387,1.66437719124,"[0.49457487, 1.1926372, 1.2903279, 1.535622, 2.0187697, 2.4203069, 2.6984017]",www.pubmed.com/18842628,bZIP transcriptional activator of amino acid biosynthetic genes;  activator responds to amino acid starvation; expression is tightly regulated at both the transcriptional and translational levels
S000003039,YGL071W,AFT1,6.0,11.2541427612,1.87569046021,"[0.38214046, 0.50146133, 0.88518274, 2.0638397, 3.6265337, 3.7949848]",www.pubmed.com/18842628,"Transcription factor involved in iron utilization and homeostasis; binds consensus site PyPuCACCCPu and activates transcription in response to changes in iron availability; in iron-replete conditions localization is regulated by Grx3p, Grx4p, and Fra2p, and promoter binding is negatively regulated via Grx3p-Grx4p binding; AFT1 has a paralog, AFT2, that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress"
S000006226,YPR022C,SDD4,1.0,10.897895813,10.897895813,[10.897896],www.pubmed.com/19111667,"Putative transcription factor, as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P"
S000001930,YFR034C,PHO4,6.0,8.89239811897,1.48206635316,"[0.8976326, 0.8976326, 0.90737545, 0.90737545, 2.641191, 2.641191]",www.pubmed.com/18842628,"Basic helix-loop-helix (bHLH) transcription factor of the myc-family; activates transcription cooperatively with Pho2p in response to phosphate limitation; binding to 'CACGTG' motif is regulated by chromatin restriction, competitive binding of Cbf1p to the same DNA binding motif and cooperation with Pho2p; function is regulated by phosphorylation at multiple sites and by phosphate availability"
S000006123,YPL202C,AFT2,1.0,8.74470901489,8.74470901489,[8.744709],www.pubmed.com/19111667,"Iron-regulated transcriptional activator; activates genes involved in intracellular iron use and required for iron homeostasis and resistance to oxidative stress; AFT2 has a paralog, AFT1, that arose from the whole genome duplication"
S000005468,YOL108C,INO4,2.0,8.66858160496,4.33429080248,"[1.7047087, 6.9638729]",www.pubmed.com/16522208,"Transcription factor involved in phospholipid synthesis; required for derepression of inositol-choline-regulated genes involved in phospholipid synthesis; forms a complex, with Ino2p, that binds the inositol-choline-responsive element through a basic helix-loop-helix domain"
S000005871,YOR344C,TYE7,1.0,8.37351131439,8.37351131439,[8.3735113],www.pubmed.com/19111667,Serine-rich protein that contains a bHLH DNA binding motif; binds E-boxes of glycolytic genes and contributes to their activation; may function as a transcriptional activator in Ty1-mediated gene expression; bHLH stands for basic-helix-loop-helix
S000005907,YOR380W,RDR1,1.0,8.06139469147,8.06139469147,[8.0613947],www.pubmed.com/19111667,Transcriptional repressor involved in regulating multidrug resistance; negatively regulates expression of the PDR5 gene; member of the Gal4p family of zinc cluster proteins
S000002160,YDL002C,NHP10,1.0,7.91818380356,7.91818380356,[7.9181838],www.pubmed.com/19111667,"Non-essential INO80 chromatin remodeling complex subunit; preferentially binds DNA ends, protecting them from exonucleatic cleavage; deletion affects telomere maintenance via recombination; related to mammalian high mobility group proteins"
S000003821,YJR060W,CBF1,1.0,6.80910778046,6.80910778046,[6.8091078],www.pubmed.com/19111667,"Basic helix-loop-helix (bHLH) protein; forms homodimer to bind E-box consensus sequence CACGTG present at MET gene promoters and centromere DNA element I (CDEI); affects nucleosome positioning at this motif; associates with other transcription factors such as Met4p and Isw1p to mediate transcriptional activation or repression; associates with kinetochore proteins, required for chromosome segregation; protein abundance increases in response to DNA replication stress"
S000001807,YKR099W,BAS1,4.0,6.69892508909,1.67473127227,"[0.031307649, 1.918017, 2.0699689, 2.6796315]",www.pubmed.com/18842628,Myb-related transcription factor; involved in regulating basal and induced expression of genes of the purine and histidine biosynthesis pathways; also involved in regulation of meiotic recombination at specific genes
S000002871,YDR463W,STP1,2.0,5.96468877792,2.98234438896,"[2.2025602, 3.7621286]",www.pubmed.com/16522208,"Transcription factor; contains a N-terminal regulatory motif (RI) that acts as a cytoplasmic retention determinant and as an Asi dependent degron in the nucleus; undergoes proteolytic processing by SPS (Ssy1p-Ptr3p-Ssy5p)-sensor component Ssy5p in response to extracellular amino acids; activates transcription of amino acid permease genes and may have a role in tRNA processing; STP1 has a paralog, STP2, that arose from the whole genome duplication"
S000006213,YPR009W,SUT2,2.0,4.02679717541,2.0133985877,"[1.2458543, 2.7809429]",www.pubmed.com/18842628,"Zn2Cys6 family transcription factor; positively regulates sterol uptake under anaerobic conditions with SUT1; represses filamentation-inducing genes during non-starvation conditions; positively regulates mating along with SUT1 by repressing the expression of genes (PRR2, NCE102 and RHO5) which function as mating inhibitors; multicopy suppressor of mutations that cause low activity of the cAMP/PKA pathway; SUT2 has a paralog, SUT1, that arose from the whole genome duplication"
S000004676,YMR072W,ABF2,2.0,2.61792728305,1.30896364152,"[0.22400114, 2.3939261]",www.pubmed.com/19111667,"Mitochondrial DNA-binding protein; involved in mitochondrial DNA replication and recombination, member of HMG1 DNA-binding protein family; activity may be regulated by protein kinase A phosphorylation; ABF2 has a paralog, IXR1, that arose from the whole genome duplication; human homolog TFAM can complement yeast abf2 mutant, rescuing the loss-of-mitochondrial DNA phenotype in a yeast abf2 strain"
S000000913,YER111C,SWI4,1.0,1.2240011692,1.2240011692,[1.2240012],www.pubmed.com/19111667,"DNA binding component of the SBF complex (Swi4p-Swi6p); a transcriptional activator that in concert with MBF (Mbp1-Swi6p) regulates late G1-specific transcription of targets including cyclins and genes required for DNA synthesis and repair; Slt2p-independent regulator of cold growth; acetylation at two sites, K1016 and K1066, regulates interaction with Swi6p"
S000002450,YDR043C,NRG1,1.0,0.164416328073,0.164416328073,[0.16441633],www.pubmed.com/18842628,Transcriptional repressor; recruits the Cyc8p-Tup1p complex to promoters; mediates glucose repression and negatively regulates a variety of processes including filamentous growth and alkaline pH response; activated in stochastic pulses of nuclear localization in response to low glucose
