,Gene Feature Name,Gene Common Name,MSN2 Number of Hits,MSN2 Total Sum of Scores,ROX1 Number of Hits,ROX1 Total Sum of Scores,Gene Description
S000003374,YGR142W,BTN2,3,26.925710678100586,2,20.743992805480957,"v-SNARE binding protein; facilitates specific protein retrieval from a late endosome to the Golgi; modulates arginine uptake, possible role in mediating pH homeostasis between the vacuole and plasma membrane H(+)-ATPase; contributes to prion curing; BTN2 has a paralog, CUR1, that arose from the whole genome duplication"
S000006058,YPL137C,GIP3,3,23.826175212860107,1,11.714245796203613,"Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; may interact with ribosomes, based on co-purification experiments; GIP3 has a paralog, HER1, that arose from the whole genome duplication"
S000003579,YJL043W,,1,8.3706436157226562,1,18.106563568115234,Putative protein of unknown function; YJL043W is a non-essential gene
S000003573,YJL036W,SNX4,1,9.2775335311889648,1,10.614709854125977,Sorting nexin; involved in retrieval of late-Golgi SNAREs from post-Golgi endosomes to the trans-Golgi network and in cytoplasm to vacuole transport; contains a PX phosphoinositide-binding domain; forms complexes with Snx41p and with Atg20p
S000006056,YPL135W,ISU1,2,15.455531597137451,1,11.714245796203613,"Conserved protein of the mitochondrial matrix; performs a scaffolding function during assembly of iron-sulfur clusters, interacts physically and functionally with yeast frataxin (Yfh1p); ISU1 has a paralog, ISU2, that arose from the whole genome duplication; isu1 isu2 double mutant is inviable; human homolog ISCU implicated in mitochondrial myopathy, can complement isu1 isu2 double mutant"
S000003574,YJL037W,IRC18,2,17.648177146911621,2,28.498880386352539,"Protein involved in outer spore wall assembly; possible role in assembly of the dityrosine layer; similar to adjacent ORF, LOH1; irc18 loh1 double mutant exhibits reduced dityrosine fluorescence relative to single mutants; SWAT-GFP fusion protein localizes to the ER and vacuole, while mCherry fusion localizes to the vacuole; expression induced in respiratory-deficient cells and carbon-limited chemostat culture; null mutant displays increased levels of spontaneous Rad52p foci"
S000003575,YJL038C,LOH1,2,17.648177146911621,2,28.498880386352539,"Protein involved in outer spore wall assembly; likely involved directly in dityrosine layer assembly; induced during sporulation; repressed during vegetative growth by Sum1p and Hst1p; sequence similar to adjacent ORF, IRC18/YJL037W, and the irc18 loh1 double mutant exhibits reduced dityrosine fluorescence relative to the single mutants; SWAT-GFP and mCherry fusion proteins localize to the cytosol; proposed role in maintenance of genome integrity"
S000000900,YER098W,UBP9,8,61.294102191925049,1,12.936637878417969,"Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; UBP9 has a paralog, UBP13, that arose from the whole genome duplication"
S000000905,YER103W,SSA4,5,44.573887825012207,1,10.392317771911621,"Heat shock protein that is highly induced upon stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the HSP70 family; cytoplasmic protein that concentrates in nuclei upon starvation; SSA4 has a paralog, SSA3, that arose from the whole genome duplication"
S000000908,YER106W,MAM1,2,17.648177146911621,2,21.884170532226562,Monopolin; kinetochore associated protein involved in chromosome attachment to meiotic spindle
S000000473,YBR269C,SDH8,2,18.55506706237793,1,11.977279663085938,"Protein required for assembly of succinate dehydrogenase; interacts with flavinylated Sdh1p and may function as a chaperone for free Sdh1p, protecting its FAD cofactor from redox reactions before assembly of the complex; soluble protein of the mitochondrial matrix; respiratory defect of null mutant is functionally complemented by Drosophila and human orthologs"
S000000477,YBR273C,UBX7,1,9.2775335311889648,1,10.714245796203613,"UBX (ubiquitin regulatory X) domain-containing protein; interacts with Cdc48p; UBX7 has a paralog, UBX6, that arose from the whole genome duplication"
S000007278,Q0144,,15,104.54008865356445,1,10.614709854125977,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000006612,TI(AAU)P2,,1,9.2775335311889648,1,12.936637878417969,"Isoleucine tRNA (tRNA-Ile), predicted by tRNAscan-SE analysis"
S000006613,TI(UAU)D,,1,8.3706436157226562,1,12.199672698974609,"Isoleucine tRNA (tRNA-Ile), predicted by tRNAscan-SE analysis"
S000000879,YER077C,MRX1,1,6.1779980659484863,1,9.1292829513549805,Protein that associates with mitochondrial ribosome; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; null mutation results in a decrease in plasma membrane electron transport
S000000875,YER073W,ALD5,2,18.55506706237793,1,11.936637878417969,Mitochondrial aldehyde dehydrogenase; involved in regulation or biosynthesis of electron transport chain components and acetate formation; activated by K+; utilizes NADP+ as the preferred coenzyme; constitutively expressed
S000000871,YER069W,"ARG5,6",1,9.2775335311889648,1,10.12928295135498,"Acetylglutamate kinase and N-acetyl-gamma-glutamyl-phosphate reductase; N-acetyl-L-glutamate kinase (NAGK) catalyzes the 2nd and N-acetyl-gamma-glutamyl-phosphate reductase (NAGSA), the 3rd step in arginine biosynthesis; synthesized as a precursor which is processed in the mitochondrion to yield mature NAGK and NAGSA; enzymes form a metabolon complex with Arg2p; NAGK C-terminal domain stabilizes the enzymes, slows catalysis and is involved in feed-back inhibition by arginine"
S000003119,YGL151W,NUT1,1,9.2775335311889648,1,11.714245796203613,Component of the RNA polymerase II mediator complex; mediator is required for transcriptional activation and also has a role in basal transcription
S000000615,YCR021C,HSP30,3,20.726639747619629,1,10.392317771911621,"Negative regulator of the H(+)-ATPase Pma1p; stress-responsive protein; hydrophobic plasma membrane localized; induced by heat shock, ethanol treatment, weak organic acid, glucose limitation, and entry into stationary phase"
S000002985,YGL017W,ATE1,1,9.2775335311889648,2,29.498881340026855,Arginyl-tRNA-protein transferase; catalyzes post-translational conjugation of arginine to the amino termini of acceptor proteins which are then subject to degradation via the N-end rule pathway
S000000611,YCR018C,SRD1,1,9.2775335311889648,2,25.399345397949219,Protein involved in the processing of pre-rRNA to mature rRNA; contains a C2/C2 zinc finger motif; srd1 mutation suppresses defects caused by the rrp1-1 mutation
S000002989,YGL021W,ALK1,1,9.2775335311889648,1,9.906890869140625,"Protein kinase; along with its paralog, ALK2, required for proper spindle positioning and nuclear segregation following mitotic arrest, proper organization of cell polarity factors in mitosis, proper localization of formins and polarity factors, and survival in cells that activate spindle assembly checkpoint; phosphorylated in response to DNA damage; ALK1 has a paralog, ALK2, that arose from the whole genome duplication; similar to mammalian haspins"
S000007472,YML058W-A,HUG1,1,6.1779980659484863,2,19.521600723266602,Ribonucleotide reductase inhibitor; intrinsically disordered protein that binds to and inhibits Rnr2p; involved in the Mec1p-mediated checkpoint pathway; transcription is induced by genotoxic stress and by activation of the Rad53p pathway; protein abundance increases in response to DNA replication stress
S000000618,YCR024C,SLM5,1,9.2775335311889648,1,10.392317771911621,Mitochondrial asparaginyl-tRNA synthetase
S000002542,YDR135C,YCF1,2,15.455531597137451,1,11.714245796203613,"Vacuolar glutathione S-conjugate transporter; ABC-C transporter of the ATP-binding cassette family; required for vacuole fusion; forms stable complexes with vacuole fusion machinery; regulates Vam7p recruitment to vacuoles; role in detoxifying metals (Cd, Hg, As); transports GSSG that is not immediately reduced in cytosol to vacuole; transports unconjugated bilirubin, selenodigluthatione, oxidized glutathione; similar to human cystic fibrosis protein CFTR"
S000002547,YDR140W,MTQ2,1,8.3706436157226562,1,13.199672698974609,S-adenosylmethionine-dependent methyltransferase; subunit of complex with Trm112p that methylates translation release factor Sup45p (eRF1) in the ternary complex eRF1-eRF3-GTP; similar to E.coli PrmC; member of the seven beta-strand family
S000004771,YMR161W,HLJ1,1,9.2775335311889648,1,9.3923177719116211,Co-chaperone for Hsp40p; anchored in the ER membrane; with its homolog Ydj1p promotes ER-associated protein degradation (ERAD) of integral membrane substrates; similar to E. coli DnaJ
S000004806,YMR193W,MRPL24,2,18.55506706237793,1,13.199672698974609,"Mitochondrial ribosomal protein of the large subunit; two mitochondrial ribosomal proteins, YmL14 and YmL24, have been assigned to the same gene"
S000004772,YMR162C,DNF3,1,6.1779980659484863,1,10.392317771911621,"Trans-golgi network aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation, contributing to the maintenance of membrane lipid asymmetry in post-Golgi secretory vesicles; role in protein trafficking between the Golgi and endosomal system; localizes to the trans-Golgi network; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone"
S000004803,YMR191W,SPG5,1,9.2775335311889648,1,9.3923177719116211,Protein required for proteasome assembly during quiescence; binds to base of the proteasome regulartory particle; required for survival at high temperature during stationary phase; not required for growth on nonfermentable carbon sources
S000004213,YLR223C,IFH1,2,18.55506706237793,1,11.714245796203613,"Coactivator, regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI, a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog, CRF1, that arose from the whole genome duplication"
S000000128,YBL032W,HEK2,2,18.55506706237793,1,12.714245796203613,"RNA binding protein involved in asymmetric localization of ASH1 mRNA; represses translation of ASH1 mRNA, an effect reversed by Yck1p-dependent phosphoryation; regulates telomere position effect and length; similarity to hnRNP-K"
S000004378,YLR386W,VAC14,1,9.2775335311889648,1,5.5849623680114746,"Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate, in control of trafficking of some proteins to the vacuole lumen via the MVB, and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p"
S000004374,YLR382C,NAM2,1,8.3706436157226562,1,9.6147098541259766,"Mitochondrial leucyl-tRNA synthetase; also has direct role in splicing of several mitochondrial group I introns; indirectly required for mitochondrial genome maintenance; human homolog LARS2 can complement yeast null mutant, and is implicated in Perrault syndrome"
S000000127,YBL031W,SHE1,2,18.55506706237793,1,10.614709854125977,"Mitotic spindle protein; interacts with components of the Dam1 (DASH) complex, its effector Sli15p, and microtubule-associated protein Bim1p; also localizes to nuclear microtubules and to the bud neck in a ring-shaped structure; inhibits dynein function"
S000000120,YBL024W,NCL1,1,9.2775335311889648,1,13.977279663085938,"S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase; methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs; increases proportion of tRNALeu(CAA) with m5C at wobble position in response to hydrogen peroxide, causing selective translation of mRNA from genes enriched in TTG codon; loss of NCL1 confers hypersensitivity to oxidative stress; similar to Nop2p and human proliferation associated nucleolar protein p120"
S000004373,YLR381W,CTF3,4,30.004173278808594,1,12.977279663085938,Outer kinetochore protein that forms a complex with Mcm16p and Mcm22p; may bind the kinetochore to spindle microtubules; required for the spindle assembly checkpoint; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-I and fission yeast mis6
S000002961,YER119C-A,,2,15.455531597137451,1,13.714245796203613,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; deletion mutation blocks replication of Brome mosaic virus in S. cerevisiae, but this is likely due to effects on the overlapping gene SCS2"
S000002964,YFL012W-A,,2,15.455531597137451,1,6.8073549270629883,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene IES1/YFL013C"
S000002965,YFL017W-A,SMX2,1,9.2775335311889648,1,7.8073549270629883,"Core Sm protein Sm G; part of heteroheptameric complex (with Smb1p, Smd1p, Smd2p, Smd3p, Sme1p, and Smx3p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm G"
S000004115,YLR125W,,2,18.55506706237793,1,9.1292829513549805,Putative protein of unknown function; mutant has decreased Ty3 transposition; YLR125W is not an essential gene
S000004110,YLR120C,YPS1,3,23.826175212860107,1,14.784634590148926,"Aspartic protease; hyperglycosylated member of the yapsin family of proteases, attached to the plasma membrane via a glycosylphosphatidylinositol (GPI) anchor; involved in nutrient limitation-induced cleavage of the extracellular inhibitory domain of signaling mucin Msb2p, resulting in activation of the filamentous growth MAPK pathway; involved with other yapsins in the cell wall integrity response; role in KEX2-independent processing of the alpha factor precursor"
S000001450,YIR011C,STS1,4,32.196818828582764,1,13.29920768737793,Protein required for localizing proteasomes to the nucleus; involved in cotranslational protein degradation; mediates interaction between nuclear import factor Srp1p and the proteasome; Sts1p and Srp1p couple proteasomes to nascent polypeptides emerging from the ribosome for cotranslational degradation; involved in ubiquitin-mediated protein degradation
S000004977,YNL032W,SIW14,3,26.925710678100586,1,12.977279663085938,Tyrosine phosphatase involved in actin organization and endocytosis; localized to the cytoplasm
S000004976,YNL031C,HHT2,2,18.55506706237793,1,11.714245796203613,"Histone H3; core histone protein required for chromatin assembly, part of heterochromatin-mediated telomeric and HM silencing; one of two identical histone H3 proteins (see HHT1); regulated by acetylation, methylation, and phosphorylation; H3K14 acetylation plays an important role in the unfolding of strongly positioned nucleosomes during repair of UV damage"
S000004975,YNL030W,HHF2,2,18.55506706237793,2,27.235846519470215,Histone H4; core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF1); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity
S000001186,YHR143W,DSE2,1,9.2775335311889648,1,8.906890869140625,Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother; expression is repressed by cAMP
S000001180,YHR138C,,3,26.018820762634277,2,22.551347732543945,Protein of unknown function; similar to Pbi2p; double null mutant lacking Pbi2p and Yhr138cp exhibits highly fragmented vacuoles; protein abundance increases in response to DNA replication stress
S000002310,YDL151C,BUD30,2,17.648177146911621,1,5.0,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 96% of ORF overlaps the verified gene RPC53; diploid mutant displays a weak budding pattern phenotype in a systematic assay"
S000005515,YOL155C,HPF1,6,48.938106060028076,2,22.206098556518555,Haze-protective mannoprotein; reduces the particle size of aggregated proteins in white wines
S000005512,YOL152W,FRE7,1,9.2775335311889648,1,10.12928295135498,Putative ferric reductase with similarity to Fre2p; expression induced by low copper levels
S000001518,YKL035W,UGP1,8,67.114307403564453,1,8.906890869140625,"UDP-glucose pyrophosphorylase (UGPase); catalyses the reversible formation of UDP-Glc from glucose 1-phosphate and UTP, involved in a wide variety of metabolic pathways, expression modulated by Pho85p through Pho4p; involved in PKA-mediated oxidative stress resistance and long-term survival in stationary phase; UGP1 has a paralog, YHL012W, that arose from the whole genome duplication"
S000005510,YOL150C,,1,8.3706436157226562,1,14.784634590148926,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000001057,YHR015W,MIP6,1,6.1779980659484863,1,7.8073549270629883,"Putative RNA-binding protein; interacts with Mex67p, which is a component of the nuclear pore involved in nuclear mRNA export; MIP6 has a paralog, PES4, that arose from the whole genome duplication"
S000001055,YHR013C,ARD1,1,9.2775335311889648,1,12.199672698974609,"Subunit of protein N-terminal acetyltransferase NatA; NatA comprises Nat1p, Ard1p, Nat5p; acetylates many proteins to influence telomeric silencing, cell cycle, heat-shock resistance, mating, sporulation, early stages of mitophagy; protein abundance increases under DNA replication stress; mutations in human homolog X-linked NAA10 lead to Ogden syndrome (S37P) and intellectual disability (R116W); expression of human NAA10 and NAA15 can complement ard1 nat1 double mutant"
S000003966,YLL043W,FPS1,2,15.455531597137451,1,12.936637878417969,"Aquaglyceroporin, plasma membrane channel; involved in efflux of glycerol and xylitol, and in uptake of acetic acid and the trivalent metalloids arsenite and antimonite; role in mediating passive diffusion of glycerol is key factor in maintenance of redox balance; phosphorylated by Hog1p MAPK under acetate stress; deletion improves xylose fermentation; regulated by Rgc1p and Ask10p, which themselves are regulated by Hog1p phosphorylation under osmotic stress"
S000001053,YHR011W,DIA4,1,9.2775335311889648,1,13.29920768737793,Probable mitochondrial seryl-tRNA synthetase; mutant displays increased invasive and pseudohyphal growth
S000001052,YHR010W,RPL27A,2,18.55506706237793,1,9.1292829513549805,"Ribosomal 60S subunit protein L27A; homologous to mammalian ribosomal protein L27, no bacterial homolog; RPL27A has a paralog, RPL27B, that arose from the whole genome duplication"
S000001051,YHR009C,TDA3,2,18.55506706237793,1,9.1292829513549805,"Putative oxidoreductase involved in late endosome to Golgi transport; physical and genetical interactions with Btn2p; null mutant is viable, has extended S phase, and sensitive to expression of top1-T722A allele; similar to human FOXRED1"
S000003968,YLL045C,RPL8B,1,9.2775335311889648,1,12.936637878417969,"Ribosomal 60S subunit protein L8B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; L8 binds to Domain I of 25S and 5.8 S rRNAs; mutation results in decreased amounts of free 60S subunits; homologous to mammalian ribosomal protein L7A, no bacterial homolog; RPL8B has a paralog, RPL8A, that arose from the whole genome duplication"
S000001059,YHR017W,YSC83,3,26.925710678100586,1,12.714245796203613,"Non-essential mitochondrial protein of unknown function; mRNA induced during meiosis, peaking between mid to late prophase of meiosis I; similar to S. douglasii YSD83"
S000005736,YOR210W,RPB10,1,9.2775335311889648,1,11.491852760314941,"RNA polymerase subunit ABC10-beta; common to RNA polymerases I, II, and III"
S000002505,YDR098C,GRX3,1,6.1779980659484863,1,12.199672698974609,"Glutathione-dependent oxidoreductase; hydroperoxide and superoxide-radical responsive; monothiol glutaredoxin subfamily member along with Grx4p and Grx5p; protects cells from oxidative damage; with Grx4p, binds to Aft1p in iron-replete conditions, promoting its dissociation from promoters; evidence exists indicating that the translation start site is not Met1 as currently annotated, but rather Met36; GRX3 has a paralog, GRX4, that arose from the whole genome duplication"
S000005220,YNL276C,,1,6.1779980659484863,1,13.521600723266602,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene MET2/YNL277W"
S000002502,YDR095C,,4,32.196818828582764,1,10.392317771911621,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000001238,YHR195W,NVJ1,4,33.103708744049072,1,6.5849623680114746,"Nuclear envelope protein; anchored to the nuclear inner membrane, that interacts with the vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus (PMN)"
S000004605,YMR003W,AIM34,2,17.648177146911621,2,26.750419616699219,Protein of unknown function; GFP-fusion protein localizes to the mitochondria; null mutant is viable and displays reduced frequency of mitochondrial genome loss
S000005229,YNL285W,,8,71.499598503112793,2,26.913918495178223,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000005738,YOR212W,STE4,5,38.37481689453125,1,15.521600723266602,"G protein beta subunit; forms a dimer with Ste18p to activate mating signaling pathway, forms heterotrimer with Gpa1p and Ste18p to dampen signaling; pheromone-induced phosphorylation plays critical role in chemotropism; may recruit Rho1p to polarized growth site during mating; contains WD40 repeats"
S000004599,YML130C,ERO1,2,16.741287231445312,1,13.521600723266602,Thiol oxidase required for oxidative protein folding in the ER; essential for maintaining ER redox balance; feedback regulated via reduction and oxidation of regulatory bonds; reduced Pdi1p activates Ero1p by direct reduction of Ero1p regulatory bonds; depletion of thiol substrates and accumulation of oxidized Pdi1p results in inactivation of Ero1p by both Pdi1p-mediated oxidation and autonomous oxidation of Ero1p regulatory bonds; ero1-1 mutation complemented by human ERO1L
S000004595,YML126C,ERG13,1,9.2775335311889648,1,11.714245796203613,3-hydroxy-3-methylglutaryl-CoA (HMG-CoA) synthase; catalyzes the formation of HMG-CoA from acetyl-CoA and acetoacetyl-CoA; involved in the second step in mevalonate biosynthesis
S000003819,YJR058C,APS2,2,15.455531597137451,1,14.521600723266602,Small subunit of the clathrin-associated adaptor complex AP-2; AP-2 is involved in protein sorting at the plasma membrane; related to the sigma subunit of the mammalian plasma membrane clathrin-associated protein (AP-2) complex
S000001435,YIL173W,VTH1,2,17.648177146911621,1,13.199672698974609,Putative membrane glycoprotein; has strong similarity to Vth2p and Pep1p/Vps10p; may be involved in vacuolar protein sorting
S000005420,YOL059W,GPD2,3,26.925710678100586,1,14.521600723266602,"NAD-dependent glycerol 3-phosphate dehydrogenase; expression is controlled by an oxygen-independent signaling pathway required to regulate metabolism under anoxic conditions; located in cytosol and mitochondria; constitutively active but is inactivated via phosphorylation by energy-stress responsive kinase SNF1; GPD2 has a paralog, GPD1, that arose from the whole genome duplication"
S000005421,YOL060C,MAM3,3,26.925710678100586,1,14.521600723266602,Protein required for normal mitochondrial morphology; has similarity to hemolysins
S000005426,YOL065C,INP54,1,9.2775335311889648,1,12.199672698974609,"Phosphatidylinositol 4,5-bisphosphate 5-phosphatase; role in secretion; localizes to the endoplasmic reticulum via the C-terminal tail; lacks the Sac1 domain and proline-rich region found in the other 3 INP proteins"
S000005355,YNR072W,HXT17,5,40.56746244430542,2,16.714245796203613,"Putative transmembrane polyol transporter; supports growth on and uptake of mannitol and sorbitol with moderate affinity when overexpressed in a strain deleted for hexose family members; minor hexose transport activity when overexpressed in a similar strain; induced by raffinose and galactose at pH 7.7 versus pH 4.7, repressed by high levels of glucose; HXT17 has a paralog, HXT13, that arose from a segmental duplication"
S000002439,YDR032C,PST2,2,15.455531597137451,1,14.521600723266602,"Protein with similarity to a family of flavodoxin-like proteins; induced by oxidative stress in a Yap1p dependent manner; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress; PST2 has a paralog, RFS1, that arose from the whole genome duplication"
S000003815,YJR054W,KCH1,1,6.1779980659484863,2,16.614709854125977,"Potassium transporter that mediates K+ influx; activates high-affinity Ca2+ influx system (HACS) during mating pheromone response; expression up-regulated in response to alpha factor; localized to sites of polarized growth; member of a fungal-specific gene family; potential Cdc28p substrate; KCH1 has a paralog, PRM6, that arose from the whole genome duplication"
S000003816,YJR055W,HIT1,1,9.2775335311889648,1,12.199672698974609,Protein involved in C/D snoRNP assembly; regulates abundance of Rsa1p; required for growth at high temperature; similar to human ZNHIT3
S000003743,YJL207C,LAA1,1,9.2775335311889648,1,9.906890869140625,AP-1 accessory protein; colocalizes with clathrin to the late-Golgi apparatus; involved in TGN-endosome transport; physically interacts with AP-1; similar to the mammalian p200; may interact with ribosomes; YJL207C is a non-essential gene
S000003742,YJL205C,NCE101,1,9.2775335311889648,1,6.8073549270629883,Protein of unknown function; involved in secretion of proteins that lack classical secretory signal sequences; SWAT-GFP and mCherry fusion proteins localize to the cytosol
S000006332,YPR128C,ANT1,1,8.3706436157226562,1,14.521600723266602,Peroxisomal adenine nucleotide transporter; involved in beta-oxidation of medium-chain fatty acid; required for peroxisome proliferation
S000002346,YDL187C,,1,9.2775335311889648,3,36.14273738861084,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000005643,YOR117W,RPT5,1,6.1779980659484863,1,5.5849623680114746,ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; recruited to the GAL1-10 promoter region upon induction of transcription; similar to human TBP1
S000005640,YOR114W,,1,9.2775335311889648,1,13.29920768737793,Putative protein of unknown function; null mutant is viable
S000005646,YOR120W,GCY1,4,27.811527729034424,1,12.714245796203613,"Glycerol dehydrogenase; involved in an alternative pathway for glycerol catabolism used under microaerobic conditions; also has mRNA binding activity; member of the aldo-keto reductase (AKR) family; human homolog AKR1B1 can complement yeast null mutant; protein abundance increases in response to DNA replication stress; GCY1 has a paralog, YPR1, that arose from the whole genome duplication"
S000002340,YDL181W,INH1,3,24.733065128326416,1,11.714245796203613,"Protein that inhibits ATP hydrolysis by the F1F0-ATP synthase; inhibitory function is enhanced by stabilizing proteins Stf1p and Stf2p; has a calmodulin-binding motif and binds calmodulin in vitro; INH1 has a paralog, STF1, that arose from the whole genome duplication"
S000005645,YOR119C,RIO1,4,27.811527729034424,1,12.714245796203613,Serine kinase involved in cell cycle regulation and rDNA integrity; associated with late pre-40S particles via its conserved C-terminal domain and participates in late 40S biogenesis; association with pre-40S particles regulated by its catalytic ATPase site and likely occurs after the release of Rio2p from these particles; involved in cell cycle progression and processing of the 20S pre-rRNA into mature 18S rRNA; phosphorylates Rpa43p in anaphase to remove Pol I from rDNA
S000001525,YKL042W,SPC42,2,16.741287231445312,2,21.007027626037598,"Central plaque component of spindle pole body (SPB); involved in SPB duplication, may facilitate attachment of the SPB to the nuclear membrane"
S000001524,YKL041W,VPS24,2,16.741287231445312,1,14.521600723266602,One of four subunits of the ESCRT-III complex; forms an endosomal sorting complex required for transport III (ESCRT-III) subcomplex with Did4p; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway
S000005003,YNL058C,,2,17.648177146911621,1,8.3923177719116211,"Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to vacuole; not an essential gene; YNL058C has a paralog, PRM5, that arose from the whole genome duplication"
S000002184,YDL026W,,1,9.2775335311889648,1,11.714245796203613,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000002187,YDL029W,ARP2,5,44.573887825012207,1,11.714245796203613,Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity; required for efficient Golgi-to-ER trafficking in COPI mutants
S000029722,YBR230W-A,,3,24.733065128326416,1,13.199672698974609,"Putative protein of unknown function; YBR230W-A has a paralog, COQ8, that arose from the whole genome duplication"
S000003104,YGL136C,MRM2,1,9.2775335311889648,1,10.491852760314941,"Mitochondrial 2' O-ribose methyltransferase; required for methylation of U(2791) in 21S rRNA; MRM2 deletion confers thermosensitive respiration and loss of mitochondrial DNA; has similarity to Spb1p and Trm7p, and to E. coli FtsJ/RrmJ"
S000028837,YIR018C-A,,1,6.1779980659484863,1,13.199672698974609,Putative protein of unknown function; identified by expression profiling and mass spectrometry
S000028830,YHR007C-A,,2,18.55506706237793,1,11.392317771911621,Putative protein of unknown function; identified by expression profiling and mass spectrometry; SWAT-GFP fusion protein localizes to the nucleus
S000002767,YDR359C,EAF1,3,23.826175212860107,1,8.906890869140625,"Component of the NuA4 histone acetyltransferase complex; acts as a platform for assembly of NuA4 subunits into the native complex; required for initiation of pre-meiotic DNA replication, likely due to its requirement for expression of IME1"
S000002760,YDR352W,YPQ2,1,6.1779980659484863,1,11.614709854125977,"Putative vacuolar membrane transporter for cationic amino acids; likely contributes to amino acid homeostasis by exporting cationic amino acids from the vacuole; member of the PQ-loop family, with seven transmembrane domains; mutant phenotype is functionally complemented by rat PQLC2 vacuolar transporter"
S000002761,YDR353W,TRR1,1,8.3706436157226562,1,14.29920768737793,"Cytoplasmic thioredoxin reductase; key regulatory enzyme that determines the redox state of the thioredoxin system, which acts as a disulfide reductase system and protects cells against both oxidative and reductive stress; protein abundance increases in response to DNA replication stress; TRR1 has a paralog, TRR2, that arose from the whole genome duplication"
S000002762,YDR354W,TRP4,2,17.648177146911621,1,11.12928295135498,Anthranilate phosphoribosyl transferase; transferase of the tryptophan biosynthetic pathway; catalyzes the phosphoribosylation of anthranilate; subject to the general control system of amino acid biosynthesis
S000002295,YDL136W,RPL35B,1,8.3706436157226562,1,10.392317771911621,"Ribosomal 60S subunit protein L35B; homologous to mammalian ribosomal protein L35 and bacterial L29; RPL35B has a paralog, RPL35A, that arose from the whole genome duplication"
S000002290,YDL132W,CDC53,1,9.2775335311889648,1,10.614709854125977,"Cullin; structural protein of SCF complexes (which also contain Skp1p, Cdc34p, Hrt1p and an F-box protein) involved in ubiquitination; SCF promotes the G1-S transition by targeting G1 cyclins and the Cln-CDK inhibitor Sic1p for degradation; human homolog CUL1 can complement yeast cdc53 null mutant"
S000003580,YJL044C,GYP6,1,8.3706436157226562,2,33.950092315673828,GTPase-activating protein (GAP) for yeast Rab family member Ypt6p; involved in vesicle mediated protein transport
S000001027,YHL035C,VMR1,3,24.733065128326416,2,20.62113618850708,"Vacuolar membrane protein; involved in multiple drug resistance and metal sensitivity; ATP-binding cassette (ABC) family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions; VMR1 has a paralog, YBT1, that arose from the whole genome duplication"
